carat,cut,color,clarity,depth,table,x,y,z,price
1.59,Very Good,J,VS2,62.9,58.1,7.39,7.45,4.66,8526
1.01,Very Good,I,SI2,63.4,57.0,6.3,6.39,4.02,5000
0.32,Premium,J,VS2,61.9,59.0,4.35,4.38,2.7,393
0.32,Premium,G,VS2,62.0,59.0,4.41,4.37,2.72,720
0.33,Ideal,I,VVS2,62.4,57.0,4.44,4.41,2.76,743
1.3,Good,J,VS2,63.6,59.0,6.87,6.9,4.38,5175
0.4,Ideal,H,SI2,62.2,55.0,4.75,4.77,2.96,540
1.23,Ideal,E,SI2,61.2,55.0,6.92,7.01,4.26,6288
1.5,Good,G,SI1,63.7,59.0,7.19,7.23,4.59,10428
2.01,Very Good,J,SI1,59.3,62.0,8.15,8.2,4.85,12257
2.17,Good,H,SI2,58.9,62.0,8.48,8.52,5.01,16036
0.49,Premium,F,VS2,59.2,57.0,5.21,5.16,3.07,1261
0.71,Ideal,G,VS1,61.0,56.0,5.77,5.8,3.53,3251
2.03,Very Good,J,SI2,61.7,61.0,8.04,8.18,5.0,11968
0.3,Ideal,G,VS2,62.2,57.0,4.26,4.32,2.67,526
0.3,Ideal,D,VVS1,61.8,55.0,4.33,4.35,2.68,933
0.51,Premium,E,SI1,61.3,59.0,5.15,5.13,3.15,1624
1.51,Very Good,G,VS2,63.5,59.0,7.2,7.13,4.55,12906
1.02,Very Good,E,VS2,60.3,60.0,6.58,6.48,3.94,6103
1.0,Ideal,E,VS2,62.1,57.0,6.38,6.41,3.97,7569
0.54,Premium,H,VS2,61.9,55.0,5.25,5.22,3.24,1389
0.51,Very Good,G,VVS2,63.4,57.0,5.09,5.06,3.22,1895
1.0,Premium,F,VS2,62.6,60.0,6.29,6.37,3.96,6352
0.36,Ideal,E,VS1,61.4,54.0,4.59,4.63,2.83,835
1.1,Ideal,H,VS1,61.7,56.0,6.61,6.65,4.09,6630
0.41,Premium,G,VS1,61.9,58.0,4.78,4.75,2.95,961
2.0,Good,F,SI1,63.0,64.0,7.67,7.76,4.86,17869
1.21,Premium,E,SI2,58.8,58.0,7.07,6.91,4.11,6065
1.03,Premium,E,VS1,62.8,58.0,6.46,6.41,4.04,8629
1.59,Very Good,D,SI2,59.9,59.0,7.6,7.52,4.53,10685
0.6,Very Good,G,VS2,62.9,59.0,5.35,5.39,3.38,1773
0.54,Very Good,D,SI1,62.1,56.0,5.22,5.25,3.25,1662
0.3,Ideal,F,VVS1,61.9,57.0,4.3,4.32,2.67,814
0.6,Very Good,F,VS2,60.8,56.0,5.45,5.48,3.32,2270
0.51,Very Good,D,VS2,62.0,59.0,5.08,5.12,3.16,1716
0.39,Premium,I,VVS1,61.5,59.0,4.67,4.7,2.88,821
0.33,Ideal,E,VS1,60.2,57.0,4.48,4.52,2.71,781
1.01,Very Good,E,SI1,62.8,57.0,6.37,6.41,4.01,5499
0.51,Ideal,G,VS2,62.4,56.0,5.11,5.14,3.2,1438
1.15,Premium,H,SI2,61.6,60.0,6.72,6.75,4.15,4743
1.31,Premium,H,VS2,62.5,58.0,6.97,6.94,4.35,7459
0.73,Very Good,H,VS1,61.4,58.0,5.75,5.85,3.56,2557
1.11,Premium,H,SI2,59.8,60.0,6.75,6.66,4.01,4538
0.9,Very Good,H,SI2,61.1,63.0,6.19,6.12,3.76,3105
0.5,Ideal,E,VS1,61.9,56.0,5.09,5.12,3.16,1716
1.06,Very Good,F,SI1,63.4,58.0,6.51,6.42,4.1,5520
1.01,Very Good,F,VVS1,62.8,60.0,6.4,6.34,4.0,9667
0.9,Very Good,D,SI2,61.2,54.0,6.25,6.29,3.84,3975
1.27,Ideal,F,VS1,61.6,55.0,6.97,7.03,4.31,11973
1.51,Ideal,I,VS2,62.3,57.0,7.28,7.37,4.56,9297
1.71,Ideal,I,SI2,61.1,55.0,7.78,7.73,4.74,10438
1.0,Very Good,J,SI2,63.2,62.0,6.32,6.27,3.98,3293
1.23,Premium,H,VS2,58.5,62.0,7.0,6.98,4.09,6150
0.28,Very Good,E,VVS2,61.4,60.0,4.18,4.22,2.58,596
0.71,Premium,E,VS1,59.7,57.0,5.87,5.78,3.48,2920
2.06,Premium,I,SI2,62.2,60.0,8.14,8.1,5.05,11190
1.06,Ideal,F,VS2,60.5,57.0,6.6,6.58,3.99,6399
0.3,Very Good,F,VS1,61.5,56.0,4.31,4.34,2.66,654
0.23,Very Good,F,VVS2,63.3,57.0,3.91,3.93,2.48,505
0.33,Ideal,G,VS1,61.9,55.0,4.41,4.44,2.74,666
0.33,Ideal,G,VS1,61.4,54.0,4.48,4.44,2.74,854
0.37,Ideal,E,VVS2,61.4,56.0,4.64,4.67,2.86,876
1.0,Ideal,E,SI1,62.8,54.2,6.32,6.4,4.01,5728
1.44,Premium,G,VS1,61.8,57.0,7.21,7.09,4.42,11588
0.31,Ideal,D,VS2,61.2,55.0,4.46,4.36,2.7,942
0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,719
0.26,Premium,E,VS1,61.9,58.0,4.1,4.11,2.54,452
0.41,Good,I,VVS2,63.5,57.0,4.72,4.76,3.01,827
0.97,Ideal,F,SI2,62.4,55.0,6.38,6.34,3.97,3569
0.38,Ideal,G,VVS1,59.7,60.0,4.71,4.74,2.82,979
1.21,Premium,H,SI1,60.5,59.0,6.96,6.89,4.19,6566
1.54,Premium,J,VVS1,62.4,59.0,7.36,7.38,4.6,9215
1.5,Very Good,E,SI2,63.5,60.0,7.25,7.21,4.59,10080
1.24,Ideal,J,VS2,62.1,56.0,6.86,6.9,4.27,6639
1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,7056
1.05,Ideal,G,VS2,61.9,56.0,6.52,6.56,4.05,6486
0.9,Very Good,D,VS1,60.3,58.0,6.23,6.28,3.77,5331
0.51,Ideal,I,VS2,60.6,57.0,5.16,5.21,3.14,1060
0.31,Ideal,E,VS2,61.3,56.0,4.34,4.37,2.67,680
0.53,Very Good,E,VVS2,63.1,60.0,5.12,5.08,3.22,2043
1.5,Fair,H,SI2,66.0,64.0,7.1,6.97,4.64,5000
0.36,Premium,D,VS2,61.8,58.0,4.55,4.58,2.82,852
0.46,Very Good,F,VVS1,62.3,56.0,4.94,4.98,3.09,1838
0.34,Very Good,G,VVS1,60.9,57.0,4.53,4.56,2.76,819
0.7,Very Good,D,SI1,61.1,61.0,5.67,5.76,3.49,2724
0.24,Very Good,E,VVS1,60.7,60.0,4.01,4.06,2.45,485
0.41,Ideal,F,IF,62.1,55.0,4.76,4.81,2.97,1439
0.23,Very Good,E,VVS2,60.9,59.0,3.96,3.99,2.42,530
1.01,Good,E,VS2,63.9,59.0,6.31,6.34,4.04,6843
0.52,Ideal,G,VS1,61.1,55.0,5.15,5.19,3.16,1689
0.76,Premium,E,VS2,61.7,62.0,5.85,5.82,3.6,3064
0.78,Ideal,H,SI1,61.2,56.0,5.92,5.99,3.64,2781
0.44,Ideal,H,VVS1,61.1,57.0,4.87,4.92,2.99,1124
1.04,Premium,E,VS2,62.4,58.0,6.56,6.51,4.08,7019
1.76,Very Good,J,SI2,60.9,60.0,7.79,7.83,4.76,9053
1.01,Premium,G,SI1,62.6,60.0,6.36,6.29,3.96,5006
0.73,Ideal,G,VS1,61.8,57.0,5.78,5.81,3.58,3041
0.31,Good,G,VS1,63.2,57.0,4.28,4.33,2.72,625
0.38,Very Good,G,VVS1,59.9,56.0,4.73,4.75,2.84,970
1.51,Very Good,I,SI1,62.7,61.0,7.27,7.33,4.58,8637
1.0,Premium,F,SI1,62.3,59.0,6.43,6.37,3.99,5292
1.5,Good,I,VS2,63.3,62.0,7.08,7.19,4.52,8555
0.3,Ideal,H,VS1,62.2,57.0,4.28,4.31,2.67,545
0.71,Very Good,H,IF,63.0,57.0,5.63,5.7,3.57,3112
0.75,Premium,I,SI1,59.1,58.0,5.91,5.87,3.48,2295
0.31,Premium,H,VS2,62.5,54.0,4.39,4.35,2.73,628
0.31,Ideal,D,VVS2,60.9,57.0,4.42,4.38,2.68,997
0.3,Premium,G,VVS1,61.3,58.0,4.29,4.33,2.64,737
0.31,Ideal,E,VS1,62.1,54.2,4.31,4.35,2.69,726
1.05,Ideal,H,SI1,61.1,56.0,6.52,6.58,4.0,5200
0.72,Ideal,H,VS1,61.4,56.0,5.79,5.81,3.56,2998
0.4,Ideal,H,SI2,62.2,56.0,4.71,4.75,2.94,596
0.57,Very Good,E,SI1,60.3,57.0,5.34,5.4,3.24,1608
0.57,Very Good,D,VS2,62.5,59.0,5.28,5.32,3.31,1748
0.3,Good,H,VS1,63.9,55.0,4.28,4.26,2.73,675
2.15,Ideal,I,SI1,60.9,56.0,8.38,8.33,5.09,13006
1.22,Ideal,I,SI2,61.3,57.0,6.91,6.85,4.22,5226
1.11,Premium,D,VS2,59.5,60.0,6.77,6.7,4.01,6579
0.81,Premium,D,VS1,62.3,58.0,5.94,6.0,3.72,4284
1.39,Ideal,J,VS2,60.3,57.0,7.26,7.24,4.37,6366
1.5,Very Good,I,SI2,62.7,57.0,7.28,7.35,4.59,7392
0.38,Very Good,G,SI1,62.0,54.8,4.64,4.67,2.89,755
0.74,Premium,D,SI1,60.6,60.0,5.88,5.84,3.55,2655
1.23,Ideal,I,VS2,62.4,58.0,6.82,6.86,4.27,6817
0.24,Very Good,F,VVS1,62.5,55.0,3.98,4.02,2.49,608
0.91,Very Good,J,SI1,63.5,58.0,6.17,6.12,3.9,2905
1.47,Premium,G,VS2,62.8,57.0,7.27,7.22,4.55,11113
0.3,Ideal,F,IF,61.7,57.0,4.28,4.31,2.65,886
1.01,Very Good,D,VVS2,59.8,57.0,6.49,6.58,3.91,10499
0.9,Good,G,SI1,63.7,56.0,6.1,6.06,3.87,3074
0.94,Ideal,D,SI2,62.1,56.0,6.21,6.25,3.87,4182
0.36,Ideal,F,VS1,61.3,55.0,4.59,4.61,2.82,803
2.01,Very Good,H,SI1,59.1,58.0,8.29,8.36,4.92,18149
0.42,Premium,H,VS1,61.2,60.0,4.77,4.84,2.94,847
0.77,Premium,F,VS1,62.7,58.0,5.82,5.88,3.67,3357
0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,3140
1.74,Very Good,I,SI1,58.7,60.0,7.84,7.9,4.62,10823
0.59,Ideal,D,SI2,62.3,55.0,5.41,5.38,3.36,1572
1.05,Very Good,H,SI1,60.2,62.0,6.52,6.57,3.94,5047
1.15,Premium,H,SI2,62.4,57.0,6.66,6.59,4.14,4508
1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,14344
1.16,Ideal,G,VS2,61.7,57.0,6.72,6.8,4.17,7113
0.43,Very Good,E,VVS1,61.2,56.0,4.84,4.87,2.97,1433
0.24,Very Good,E,VS2,63.1,56.0,3.95,3.98,2.5,419
0.56,Premium,F,I1,62.6,60.0,5.3,5.15,3.27,953
0.72,Very Good,E,VS2,60.0,57.0,5.81,5.86,3.5,3550
0.4,Ideal,J,VVS1,62.4,54.0,4.73,4.75,2.96,704
0.74,Ideal,G,SI1,60.6,55.0,5.87,5.93,3.57,3130
0.33,Very Good,G,SI2,62.9,55.0,4.41,4.46,2.79,434
1.6,Ideal,F,VS1,60.5,57.0,7.6,7.63,4.61,18571
2.48,Very Good,H,SI2,63.3,56.0,8.6,8.55,5.43,15746
0.57,Very Good,G,VS2,62.2,60.0,5.28,5.3,3.29,1617
0.3,Very Good,G,VVS2,60.4,59.0,4.33,4.35,2.62,598
0.76,Ideal,E,SI1,61.7,57.0,5.88,5.85,3.62,2814
1.5,Premium,J,VVS2,62.8,62.0,7.25,7.22,4.54,7983
0.5,Good,E,SI1,64.0,56.0,5.03,4.97,3.2,1155
1.0,Very Good,I,VS2,64.0,54.0,6.28,6.34,4.04,4739
1.6,Very Good,E,SI2,62.0,57.0,7.47,7.54,4.65,9900
0.41,Premium,F,VS2,60.3,60.0,4.84,4.81,2.91,1107
0.91,Very Good,G,VS2,62.7,63.0,6.05,6.0,3.78,3776
0.36,Ideal,E,VS1,61.7,56.0,4.56,4.58,2.82,852
0.5,Fair,G,VS1,67.0,61.0,4.97,4.91,3.31,1280
0.41,Ideal,D,SI2,62.6,57.0,4.77,4.72,2.97,841
1.0,Very Good,G,VS2,61.2,56.0,6.47,6.38,3.93,5939
1.22,Very Good,G,SI1,62.1,58.0,6.84,6.89,4.26,6334
0.7,Ideal,H,VVS2,61.5,56.0,5.74,5.71,3.52,2536
0.4,Ideal,E,VVS2,62.1,55.0,4.76,4.74,2.95,1238
1.43,Ideal,G,SI1,62.6,57.0,7.18,7.14,4.48,8969
2.01,Ideal,H,SI2,61.9,57.0,8.09,8.06,5.0,14040
0.75,Ideal,F,SI2,62.4,56.0,5.84,5.79,3.63,2458
0.41,Good,G,VVS1,63.6,56.0,4.72,4.74,3.01,844
0.7,Very Good,J,VS2,61.1,61.0,5.64,5.69,3.46,1952
0.7,Very Good,F,SI1,62.9,59.0,5.62,5.67,3.55,2401
0.9,Very Good,E,SI2,63.7,56.0,6.08,6.13,3.89,3482
0.59,Ideal,E,SI1,61.7,56.0,5.35,5.45,3.33,1633
0.71,Very Good,D,SI1,63.6,58.0,5.64,5.68,3.6,2764
1.53,Premium,J,VS1,62.8,59.0,7.34,7.31,4.6,8205
0.3,Very Good,H,VS2,62.5,58.0,4.26,4.28,2.67,473
0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7,3364
0.31,Ideal,G,VVS1,62.3,53.0,4.37,4.42,2.74,778
0.8,Premium,G,SI2,62.1,55.0,5.96,5.9,3.68,2484
0.35,Ideal,F,VVS2,60.8,55.0,4.58,4.61,2.79,872
1.05,Ideal,G,VS2,62.2,54.0,6.53,6.55,4.07,7070
0.6,Very Good,J,VS1,62.6,56.0,5.37,5.41,3.37,1378
0.42,Ideal,D,SI2,62.4,57.0,4.81,4.78,2.99,898
0.24,Very Good,E,VS1,62.4,59.0,3.94,3.98,2.47,419
0.74,Fair,G,VVS2,65.2,58.0,5.7,5.6,3.69,2959
0.9,Premium,H,VVS2,62.0,58.0,6.13,6.16,3.81,4432
0.52,Ideal,G,SI2,61.3,56.0,5.19,5.22,3.19,1150
0.6,Premium,F,VVS2,61.1,58.0,5.41,5.45,3.32,2560
0.32,Ideal,D,VVS2,62.3,54.0,4.42,4.44,2.76,841
1.01,Premium,G,VS2,62.4,58.0,6.41,6.38,3.99,6108
1.11,Ideal,I,VS1,61.2,57.0,6.67,6.7,4.09,6758
0.9,Good,D,SI2,60.3,64.0,6.14,6.1,3.69,3473
0.32,Ideal,F,VVS1,60.6,56.0,4.46,4.48,2.71,867
0.29,Very Good,G,VS1,58.1,59.0,4.39,4.42,2.56,660
1.01,Very Good,H,SI1,62.1,60.0,6.4,6.44,3.99,4432
0.76,Ideal,E,VS2,62.1,56.0,5.83,5.87,3.63,3431
0.4,Ideal,D,SI1,62.1,56.0,4.7,4.74,2.93,772
1.03,Ideal,H,SI1,62.4,56.0,6.45,6.5,4.04,4800
0.31,Ideal,H,VVS1,62.7,54.0,4.38,4.33,2.73,907
0.38,Ideal,F,I1,62.5,57.0,4.64,4.61,2.89,638
1.5,Good,G,SI1,60.2,61.0,7.27,7.32,4.39,9892
0.9,Ideal,G,SI1,62.4,57.0,6.15,6.19,3.85,4059
1.06,Ideal,D,VVS2,61.1,56.0,6.58,6.59,4.02,11209
1.01,Premium,E,VS2,62.0,59.0,6.44,6.46,4.0,6666
1.0,Very Good,G,VS2,61.8,59.0,6.29,6.37,3.91,5600
1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,12098
0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,1814
1.11,Ideal,J,SI2,62.5,57.0,6.64,6.6,4.14,4073
0.55,Ideal,H,VS1,61.2,56.0,5.26,5.3,3.23,1686
0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,644
0.86,Ideal,I,VS2,62.1,57.0,6.1,6.07,3.78,3121
0.83,Premium,G,SI1,61.6,59.0,6.02,5.99,3.7,2975
0.31,Ideal,E,VVS2,61.3,55.0,4.34,4.37,2.67,864
0.54,Ideal,H,VVS1,60.3,56.0,5.33,5.28,3.2,1944
0.4,Fair,G,VS2,64.6,55.0,4.62,4.64,2.99,722
0.3,Premium,G,VS1,59.6,59.0,4.38,4.34,2.6,776
0.71,Good,E,VS2,63.2,57.0,5.63,5.66,3.56,2416
0.29,Ideal,F,SI2,60.6,59.0,4.31,4.37,2.63,496
0.32,Ideal,H,VS1,61.6,56.0,4.42,4.46,2.73,592
0.33,Ideal,G,IF,61.6,56.0,4.45,4.48,2.75,984
1.06,Ideal,I,SI2,61.3,56.0,6.55,6.59,4.03,4092
0.3,Ideal,D,VS2,62.0,55.0,4.34,4.31,2.68,911
0.83,Very Good,D,SI1,63.5,54.0,5.98,5.95,3.79,2811
0.5,Very Good,D,SI1,63.5,57.0,5.04,5.1,3.22,1337
1.11,Ideal,G,VVS2,61.6,57.0,6.7,6.74,4.14,9507
1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,5142
0.3,Premium,I,VS1,60.4,58.0,4.4,4.34,2.64,608
1.13,Ideal,E,VS2,61.7,57.0,6.67,6.71,4.13,9796
1.51,Good,J,VS2,63.7,59.0,7.12,7.2,4.56,7207
0.3,Ideal,F,IF,62.1,55.0,4.31,4.35,2.69,886
0.7,Premium,E,SI2,62.9,59.0,5.67,5.59,3.54,2307
1.36,Ideal,H,VS2,59.9,57.0,7.2,7.22,4.32,9279
0.38,Ideal,E,VS1,61.9,56.0,4.67,4.63,2.88,1069
0.55,Ideal,E,VS1,61.5,56.0,5.26,5.29,3.24,2220
0.57,Ideal,H,VS2,61.5,57.0,5.35,5.38,3.3,1759
0.3,Premium,F,VVS2,61.5,58.0,4.31,4.29,2.64,945
1.1,Premium,D,SI2,62.4,58.0,6.6,6.57,4.11,4725
0.34,Ideal,F,VS2,62.5,55.0,4.51,4.48,2.81,880
0.42,Ideal,D,SI1,61.9,55.0,4.79,4.84,2.98,756
0.75,Very Good,G,SI1,60.9,58.0,5.84,5.88,3.57,2545
1.01,Good,H,SI2,63.9,58.0,6.32,6.35,4.05,3888
1.02,Premium,J,SI1,63.0,58.0,6.44,6.39,4.04,3856
0.31,Ideal,F,VS2,61.6,56.0,4.38,4.35,2.69,749
0.37,Very Good,E,SI1,59.9,59.0,4.68,4.7,2.81,649
0.33,Premium,G,VS2,61.3,59.0,4.46,4.44,2.73,743
0.34,Ideal,G,IF,61.4,56.0,4.5,4.53,2.77,974
2.14,Ideal,I,SI2,60.7,57.0,8.4,8.34,5.08,14267
1.53,Premium,J,VVS1,61.6,59.0,7.39,7.35,4.54,9555
0.41,Ideal,I,VVS1,62.3,53.0,4.77,4.79,2.98,785
0.71,Good,D,VS1,59.2,56.0,5.84,5.85,3.46,3524
0.31,Ideal,E,VS2,61.6,56.0,4.38,4.32,2.68,872
1.39,Ideal,G,IF,60.6,55.0,7.27,7.21,4.39,13061
0.81,Ideal,E,SI1,62.4,57.0,5.92,5.97,3.71,3109
1.21,Good,F,VS2,63.7,58.0,6.67,6.71,4.26,7911
0.32,Premium,F,VS2,59.5,61.0,4.46,4.42,2.64,828
1.04,Ideal,E,VVS2,62.4,56.0,6.51,6.47,4.05,9897
1.26,Fair,H,SI2,64.9,60.0,6.7,6.62,4.32,3881
1.57,Premium,H,VVS2,62.1,56.0,7.47,7.43,4.63,12098
0.31,Ideal,H,VVS2,62.6,56.0,4.37,4.32,2.72,802
0.32,Ideal,G,IF,61.7,56.0,4.39,4.42,2.72,918
1.27,Ideal,J,SI2,61.2,55.7,6.95,6.99,4.27,4931
0.29,Very Good,D,VVS2,62.9,58.0,4.2,4.29,2.67,664
0.9,Very Good,I,SI1,60.6,56.0,6.23,6.28,3.79,3730
0.5,Premium,E,VS2,61.8,59.0,5.12,5.08,3.15,1629
0.59,Good,I,VVS2,57.8,61.0,5.52,5.6,3.21,1427
0.72,Premium,E,SI2,59.3,60.0,5.88,5.85,3.48,1808
1.11,Premium,H,SI2,62.9,59.0,6.59,6.54,4.13,4662
1.21,Ideal,D,SI2,62.0,57.0,6.81,6.83,4.23,6190
1.03,Premium,E,VS1,62.4,58.0,6.5,6.41,4.03,7919
1.0,Ideal,G,SI1,62.7,56.0,6.36,6.39,4.0,4737
0.41,Ideal,G,VS2,62.7,55.0,4.79,4.75,2.99,1061
1.33,Good,D,VS2,63.6,58.0,7.02,6.91,4.43,11023
0.7,Ideal,F,SI1,61.7,58.0,5.67,5.7,3.51,2662
0.51,Fair,F,VS2,56.3,61.0,5.34,5.29,2.99,1602
1.2,Good,H,SI2,64.1,57.0,6.68,6.65,4.27,4704
1.11,Very Good,H,SI1,62.0,56.0,6.61,6.65,4.11,5010
0.92,Very Good,F,SI1,62.9,56.0,6.2,6.24,3.91,4037
1.26,Ideal,J,VVS1,61.4,60.0,6.92,6.95,4.26,6186
0.37,Premium,H,VS1,60.9,60.0,4.63,4.6,2.81,833
1.02,Ideal,E,IF,62.2,56.0,6.44,6.38,3.99,12030
0.95,Premium,G,SI2,59.5,56.0,6.41,6.36,3.8,3724
1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,9624
0.42,Very Good,F,SI1,62.7,55.0,4.8,4.83,3.02,773
0.7,Premium,D,IF,60.0,59.0,5.75,5.81,3.47,5027
0.57,Very Good,G,VS2,63.3,56.0,5.3,5.25,3.34,1641
0.6,Very Good,F,SI1,63.2,57.0,5.39,5.33,3.39,1599
0.61,Ideal,I,VVS1,61.9,56.0,5.41,5.45,3.36,2048
1.0,Good,G,VS2,63.7,57.0,6.32,6.28,4.01,5484
0.38,Ideal,G,SI2,61.6,55.0,4.64,4.68,2.87,602
0.38,Premium,F,SI1,62.7,58.0,4.62,4.6,2.89,898
0.42,Very Good,D,VS1,62.5,57.0,4.75,4.85,3.0,1109
0.82,Very Good,E,VS2,62.6,60.0,5.91,5.97,3.72,3641
0.91,Ideal,F,SI1,62.0,55.0,6.21,6.24,3.86,5176
1.12,Premium,H,I1,59.1,61.0,6.78,6.75,4.0,2854
0.32,Ideal,D,VVS2,61.2,56.0,4.39,4.43,2.7,803
0.33,Premium,H,VS1,59.5,59.0,4.48,4.53,2.68,579
0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2898
0.3,Ideal,G,VS1,62.3,56.0,4.29,4.32,2.68,605
1.25,Ideal,F,VS1,62.4,57.0,6.9,6.83,4.29,7840
0.3,Very Good,I,VVS2,63.0,57.0,4.24,4.27,2.68,596
1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,4932
0.81,Fair,G,VVS2,64.8,56.2,5.82,5.98,3.82,3323
0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,2898
1.09,Ideal,E,SI2,61.6,55.0,6.6,6.64,4.08,5035
1.59,Premium,E,SI2,60.5,59.0,7.59,7.55,4.58,9082
1.01,Very Good,I,SI2,63.1,54.0,6.39,6.35,4.02,3818
0.7,Very Good,F,SI1,59.1,59.0,5.76,5.91,3.45,2278
0.36,Premium,D,VS2,61.8,58.0,4.58,4.55,2.82,1094
0.53,Ideal,D,SI1,62.3,56.0,5.15,5.18,3.22,1566
0.37,Premium,E,VS2,60.6,58.0,4.65,4.62,2.81,971
0.7,Very Good,G,VS2,58.2,59.0,5.87,5.95,3.44,2513
0.3,Premium,I,VVS2,61.9,61.0,4.32,4.28,2.66,675
1.51,Very Good,F,VVS2,61.3,61.0,7.33,7.36,4.5,17203
0.3,Ideal,F,SI1,61.9,56.0,4.3,4.32,2.67,475
1.2,Fair,I,I1,65.1,55.0,6.65,6.59,4.31,2376
0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69,5195
0.31,Very Good,E,VVS2,60.5,56.0,4.39,4.47,2.68,707
0.5,Premium,G,VS1,62.5,58.0,5.07,5.11,3.18,1624
1.48,Premium,H,SI2,59.7,59.0,7.46,7.42,4.44,6216
0.97,Premium,F,SI2,59.9,59.0,6.45,6.38,3.84,3993
0.61,Premium,F,VVS1,61.8,59.0,5.48,5.4,3.36,2753
2.0,Ideal,F,SI2,62.9,56.0,7.94,8.01,5.02,17534
0.94,Premium,G,SI1,61.3,61.0,6.33,6.27,3.86,4159
0.51,Premium,F,VVS1,62.6,57.0,5.1,5.06,3.18,2341
0.3,Good,F,IF,60.0,63.0,4.3,4.36,2.6,742
0.5,Ideal,G,SI2,60.0,57.0,5.17,5.2,3.11,1038
0.9,Very Good,I,VS2,58.4,62.0,6.29,6.35,3.69,3334
0.54,Ideal,G,VS1,62.0,53.9,5.22,5.24,3.24,1745
0.33,Ideal,G,VVS2,60.1,57.0,4.51,4.48,2.7,965
0.53,Premium,E,VS2,61.4,58.0,5.24,5.19,3.2,1579
1.0,Premium,H,SI2,62.7,59.0,6.35,6.31,3.97,4032
1.64,Premium,J,VS1,60.6,59.0,7.67,7.61,4.63,9836
1.09,Premium,H,SI1,60.5,60.0,6.72,6.67,4.05,5149
1.51,Very Good,H,VS2,60.9,54.0,7.38,7.41,4.5,11077
1.2,Premium,F,VS2,60.4,59.0,6.91,6.89,4.17,8796
0.33,Premium,F,SI2,62.3,58.0,4.4,4.43,2.75,434
1.12,Very Good,H,SI2,61.7,59.0,6.67,6.71,4.13,5375
1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,6762
1.0,Fair,E,SI2,65.1,59.0,6.3,6.23,4.08,3575
1.05,Ideal,G,SI2,59.6,57.0,6.58,6.53,3.91,3299
1.7,Ideal,G,VVS1,61.0,56.0,7.62,7.67,4.66,18279
1.01,Very Good,H,SI1,63.4,58.0,6.41,6.37,4.05,4191
0.73,Very Good,E,SI1,60.2,60.0,5.81,5.86,3.51,2564
1.01,Very Good,H,SI1,63.1,60.0,6.41,6.37,4.03,4513
1.76,Ideal,G,VS2,60.3,57.0,7.9,7.83,4.74,17442
0.32,Ideal,H,VVS2,61.4,54.0,4.4,4.43,2.71,628
1.1,Premium,H,SI2,62.2,58.0,6.69,6.6,4.13,4620
0.81,Very Good,F,SI1,62.2,56.0,5.97,5.99,3.72,3308
0.31,Premium,E,VS2,61.0,59.0,4.39,4.33,2.66,872
0.9,Good,E,VVS1,63.4,60.0,6.06,6.11,3.86,7214
0.4,Ideal,H,VVS1,62.3,54.0,4.77,4.74,2.96,1088
0.31,Ideal,I,VVS1,62.7,53.0,4.33,4.35,2.72,557
0.5,Very Good,F,SI1,62.8,56.0,5.03,5.06,3.17,1250
0.9,Ideal,H,SI2,61.9,55.0,6.21,6.19,3.84,4101
0.51,Premium,E,VS2,61.3,60.0,5.16,5.11,3.15,1781
0.32,Very Good,H,SI1,63.1,58.0,4.36,4.33,2.74,591
0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,421
0.38,Ideal,J,VVS2,62.0,55.0,4.67,4.69,2.9,629
1.01,Very Good,F,SI2,63.2,59.0,6.38,6.35,4.02,4497
1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,3017
0.42,Ideal,F,VS2,62.0,55.0,4.79,4.82,2.98,872
0.71,Very Good,H,VS2,62.6,59.0,5.66,5.68,3.55,2395
0.69,Very Good,D,SI1,57.6,62.0,5.83,5.9,3.38,2227
1.3,Premium,I,IF,61.8,58.0,7.0,6.95,4.31,7760
2.3,Premium,G,I1,60.2,59.0,8.71,8.56,5.19,7226
0.41,Premium,D,SI2,61.9,58.0,4.71,4.73,2.92,683
0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,1237
0.7,Premium,D,VVS2,61.5,60.0,5.71,5.64,3.49,3210
0.77,Fair,J,SI1,60.2,66.0,5.97,5.81,3.55,1956
0.35,Ideal,I,VVS2,61.5,55.0,4.53,4.57,2.8,598
0.7,Very Good,H,VS2,63.0,55.4,5.67,5.7,3.58,2513
